uid,storage_id,add_time,title,url
0a990356,7386488,1597833402,Newcastle disease virus (NDV) expressing the spike protein of SARS-CoV-2 as vaccine candidate,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7386488
35e80814,7383536,1597833402,"My Experience with SARS-CoV-2, with a Focus on Testing",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7383536
6a34d54f,7370936,1597833402,"Understanding genomic diversity, pan-genome, and evolution of SARS-CoV-2",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7370936
e023fcba,7391292,1597833402,"Association between ABO blood groups and COVID-19 infection, severity and demise: A systematic review and meta-analysis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7391292
5039ff0b,7391241,1597833402,Open source high-temperature RepRap for 3-D printing heat-sterilizable PPE and other applications,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7391241
77476cbe,7391134,1597833402,Treatment-associated hemolysis in Kawasaki disease: association with blood-group antibody titers in IVIG products,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7391134
3ff8f894,7391124,1597833402,"Underlying respiratory diseases, specifically COPD, and smoking are associated with severe COVID-19 outcomes: A systematic review and meta-analysis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7391124
255aeb75,7390725,1597833402,The risk and prognosis of COVID-19 infection in cancer patients: A systematic review and meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7390725
abe215cc,7388820,1597833402,"Choose your shortcuts wisely: COVID-19 rapid reviews of traditional, complementary and integrative medicine",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7388820
eb4e5850,7387997,1597833402,The role of cytokine profile and lymphocyte subsets in the severity of coronavirus disease 2019 (COVID-19): A systematic review and meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7387997
36bb0df4,7387272,1597833402,Thyroid disease is associated with severe coronavirus disease 2019 (COVID-19) infection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7387272
cb221022,7386904,1597833402,Evidence for transmission of COVID-19 prior to symptom onset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7386904
c72de321,7386676,1597833402,Secretion of severe acute respiratory syndrome coronavirus 2 in urine,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7386676
0f3b41ef,7386171,1597833402,Characterisation of the transcriptome and proteome of SARS-CoV-2 reveals a cell passage induced in-frame deletion of the furin-like cleavage site from the spike glycoprotein,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7386171
d22929f4,7385737,1597833402,Preparedness cycle to address transitions in diabetes care during the COVID-19 pandemic and future outbreaks,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7385737
6ea1be2d,7378588,1597833402,Computed Tomography (CT) Imaging Features of Patients with COVID-19: Systematic Review and Meta-Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7378588
6a510809,7370569,1597833402,How to prevent in-hospital COVID-19 infection and reassure women about the safety of pregnancy: Experience from an obstetric center in China,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7370569
6a7f5e2e,7346678,1597833402,Case 22-2020: A 62-Year-Old Woman with Early Breast Cancer during the Covid-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7346678
6b440080,7304421,1597833402,Neuropathological Features of Covid-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7304421
0a7d57b9,7304415,1597833402,New-Onset Diabetes in Covid-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7304415
af4f7d14,7289275,1597833402,Hydroxychloroquine for the Prevention of Covid-19 — Searching for Evidence,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7289275
9ef5567d,7281714,1597833402,Acute Cor Pulmonale in Critically Ill Patients with Covid-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281714
ae839db4,7240771,1597833402,Multiorgan and Renal Tropism of SARS-CoV-2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7240771
d720da49,7233186,1597833402,Association between Angiotensin Blockade and Incidence of Influenza in the United Kingdom,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7233186
525c4cc5,7219535,1597833402,Adaptations and Lessons in the Province of Bergamo,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7219535
bd389a66,7207224,1597833402,Cancer Management in India during Covid-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7207224
62e929cf,7207075,1597833402,Late-Onset Neonatal Sepsis in a Patient with Covid-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7207075
2d68ae87,7206930,1597833402,Children with Covid-19 in Pediatric Emergency Departments in Italy,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206930
507c60f6,7204427,1597833402,Covid-19 in Immune-Mediated Inflammatory Diseases — Case Series from New York,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7204427
48430fbf,7385501,1597833402,Chinese medical drugs for coronavirus disease 2019: A systematic review and meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7385501
ebb22e07,7382561,1597833402,Challenges in delivering rheumatology care during COVID-19 pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7382561
c1ac7fe3,7381939,1597833402,Surgical Education in the Time of COVID: Understanding the Early Response of Surgical Training Programs to the Novel Coronavirus Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7381939
987fe063,7346765,1597833402,Multisystem Inflammatory Syndrome in U.S. Children and Adolescents,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7346765
60d8e0fb,7224609,1597833402,Observational Study of Hydroxychloroquine in Hospitalized Patients with Covid-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7224609
198580f8,7206933,1597833402,Renin–Angiotensin–Aldosterone System Blockers and the Risk of Covid-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206933
a2e023a7,7206931,1597833402,"Cardiovascular Disease, Drug Therapy, and Mortality in Covid-19",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206931
108f0e20,7200056,1597833402,Presymptomatic SARS-CoV-2 Infections and Transmission in a Skilled Nursing Facility,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7200056
071947a0,7384384,1597833402,Proteomics and Informatics for Understanding Phases andIdentifying Biomarkers in COVID-19 Disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7384384
31b78f65,7182017,1597833402,Guillain–Barré Syndrome Associated with SARS-CoV-2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7182017
08422fcd,7179963,1597833402,Droplets and Aerosols in the Transmission of SARS-CoV-2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7179963
ba75582f,7179960,1597833402,Death from Covid-19 of 23 Health Care Workers in China,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7179960
1d11c2cf,7169476,1597833402,Compassionate Use of Remdesivir for Patients with Severe Covid-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7169476
3ce0f8dd,7143164,1597833402,Covid-19 in Critically Ill Patients in the Seattle Region — Case Series,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7143164
da40bc4f,7121761,1597833402,"Epidemiology of Covid-19 in a Long-Term Care Facility in King County, Washington",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7121761
5291020c,7121658,1597833402,Aerosol and Surface Stability of SARS-CoV-2 as Compared with SARS-CoV-1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7121658
99b2634c,7121643,1597833402,"Detection of Covid-19 in Children in Early January 2020 in Wuhan, China",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7121643
881898b9,7121446,1597833402,Covid-19 — The Search for Effective Therapy,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7121446
560563bb,7092819,1597833402,Clinical Characteristics of Coronavirus Disease 2019 in China,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7092819
7952f4c7,7350605,1597833402,Clinical Characteristics of Children With COVID-19: A Meta-Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7350605
d6781b8d,7350269,1597833402,Epilepsy Care in the Time of COVID-19 Pandemic in Italy: Risk Factors for Seizure Worsening,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7350269
44d99815,7380223,1597833402,SARS-CoV-2 detection in different respiratory sites: A systematic review and meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7380223
5ce29341,7377815,1597833402,A case-based reasoning framework for early detection and diagnosis of novel coronavirus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7377815
707a4c3c,7377312,1597833402,COVID-19 and associations with frailty and multimorbidity: a prospective analysis of UK Biobank participants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7377312
6d991a24,7371292,1597833402,A Guide for Surgical and Procedural Recovery After the First Surge of Covid-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7371292
f3f8d52d,7352130,1597833402,"COVID-19 and Inflammatory Bowel Diseases: Risk Assessment, Shared Molecular Pathways, and Therapeutic Challenges",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7352130
ddf27325,7377256,1597833402,"Case 24-2020: A 44-Year-Old Woman with Chest Pain, Dyspnea, and Shock",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7377256
8e6daa44,7377255,1597833402,The Covid-19 Vaccine-Development Multiverse,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7377255
221b2b7c,7377062,1597833402,Remdesivir for 5 or 10 Days in Patients with Severe Covid-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7377062
8b6bde74,7375972,1597833402,Approaching Coronavirus Disease 2019: mechanisms of action of repurposed drugs with potential activity against SARS-CoV-2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7375972
42032ab3,7375314,1597833402,Diabetes and COVID-19: A systematic review on the current evidences,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7375314
dd7e40ca,7355447,1597833402,Early Predictors of Employment Status One Year Post Injury in Individuals with Traumatic Brain Injury in Europe,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7355447
791e9a59,7269011,1597833402,Remdesivir — An Important First Step,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7269011
81700681,7121626,1597833402,SARS-CoV-2 Viral Load in Upper Respiratory Specimens of Infected Patients,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7121626
b1e7795f,7121480,1597833402,Journey of a Thai Taxi Driver and Novel Coronavirus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7121480
06b89a55,7374661,1597833402,Saliva as a diagnostic specimen for detection of SARS-CoV-2 in suspected patients: a scoping review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7374661
5df64ba1,7373845,1597833402,The Multifaceted Engagement of the Dermatologist in the Covid-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7373845
ece346c0,7373824,1597833402,Drug Repurposing for COVID-19: Ethical Considerations and Roadmaps,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7373824
715cdcfc,7373404,1597833402,Unusual purchasing behavior during the early stages of the COVID-19 pandemic: The stimulus-organism-response approach,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7373404
d542b51a,7373389,1597833402,Mental health before and during the COVID-19 pandemic: a longitudinal probability sample survey of the UK population,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7373389
a30adef3,7373150,1597833402,Antibody responses to SARS-CoV2 are distinct in children with MIS-C compared to adults with COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7373150
bd83559e,7373142,1597833402,Clinical Electroencephalography Findings and Considerations in Hospitalized Patients with Coronavirus SARS-CoV-2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7373142
c4554241,7373129,1597833402,Dynamics of B-cell repertoires and emergence of cross-reactive responsesin COVID-19 patients with different disease severity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7373129
0f1defb8,7373128,1597833402,Prophylactic and Therapeutic Inhibition of In Vitro SARS-CoV-2 Replication by Oleandrin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7373128
43119207,7373040,1597833402,Care of the COVID-19 exposed complex newborn infant,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7373040
5befd5ef,7373011,1597833402,Prone cardiopulmonary resuscitation: A scoping and expanded grey literature review for the COVID-19 pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7373011
265ccc9d,7373009,1597833402,COVID-19 positive mothers are not more anxious or depressed than non COVID pregnant women during the pandemic: A pilot case-control comparison,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7373009
d6f6dc73,7373005,1597833402,Addressing Mental Health in Patients and Providers during the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7373005
0174cd2f,7371427,1597833402,Knowledge synthesis of 100 million biomedical documents augments the deep expression profiling of coronavirus receptors,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7371427
7d9f474b,7351213,1597833402,Studying the trend of the novel coronavirus series in Mauritius and its implications,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7351213
d8aae435,7349373,1597833402,"From Donor to Patient: Collection, Preparation and Cryopreservation of Fecal Samples for Fecal Microbiota Transplantation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7349373
69d34e95,7372278,1597833402,"A country level analysis measuring the impact of government actions, country preparedness and socioeconomic factors on COVID-19 mortality and related health outcomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7372278
1602bd1b,7367769,1597833402,COVID-19 manifestations in children,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7367769
88c7d53c,7360162,1597833402,COVID-19 outbreak and the impact on renal disorders: A rapid review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7360162
4c6cfce4,7353614,1597833402,High Biological Value Compounds Extraction from Citrus Waste with Non-Conventional Methods,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7353614
f20083c4,7351269,1597833402,Need to establish a new adolescent suicide prevention programme in South Korea,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7351269
512a7896,7370532,1597833402,Bioactivity Profile Similarities to Expand the Repertoire ofCOVID-19 Drugs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7370532
e5ea9801,7369444,1597833402,Home-based management of knee osteoarthritis during COVID-19 pandemic: literature review and evidence-based recommendations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7369444
56713907,7369016,1597833402,Advanced nanomedicines for the treatment of inflammatory diseases,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7369016
459712ba,7366452,1597833402,Computational search for potential COVID-19 drugs from FDA-approved drugs and small molecules of natural origin identifies several anti-virals and plant products,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7366452
3164d668,7366117,1597833402,Early use of low dose tocilizumab in patients with COVID-19: A retrospective cohort study with a complete follow-up,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7366117
488d78e3,7365132,1597833402,Social distancing versus early detection and contacts tracing in epidemic management,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7365132
57fb7d43,7364273,1597833402,Acute cardiac injury in patients with COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7364273
52fa56c5,7362797,1597833402,Is a “COVID-19-free” hospital the answer to resuming elective surgery during the current pandemic? Results from the first available prospective study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7362797
081b81ce,7359901,1597833402,Differential Ventilation Using Flow Control Valves as a Potential Bridge to Full Ventilatory Support during the COVID-19 Crisis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7359901
b3e98515,7359546,1597833402,"Assessment of N95 and K95 respirator decontamination: fiber integrity, filtration efficiency, and dipole charge density.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7359546
7077803d,7359540,1597833402,Modeling reductions in SARS-CoV-2 transmission and hospital burden achieved by prioritizing testing using a clinical prediction rule,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7359540
86243687,7359522,1597833402,"SARS-CoV-2 infection in the lungs of human ACE2 transgenic mice causes severe inflammation, immune cell infiltration, and compromised respiratory function",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7359522
14ef3696,7359513,1597833402,Discovery of Drug-like Ligands for the Mac1 Domain of SARS-CoV-2 Nsp3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7359513
9e00b840,7359194,1597833402,Correlation between gastrointestinal symptoms and disease severity in patients with COVID-19: a systematic review and meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7359194
8be86e62,7361320,1597833402,Treatment of post-viral olfactory dysfunction: an evidence-based review with recommendations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7361320
c8bfc87b,7361300,1597833402,Efficacy and safety of umifenovir for coronavirus disease 2019 (COVID-19): A systematic review and meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7361300
186be4fc,7361219,1597833402,COVID-19 and Autism Research: Perspectives from Around the Globe,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7361219
c5c46759,7361119,1597833402,Learning from history: do not flatten the curve of antiviral research!,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7361119
b55132d0,7360472,1597833402,Projected geographic disparities in healthcare worker absenteeism from COVID-19 school closures and the economic feasibility of child care subsidies: a simulation study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7360472
c2791c44,7352930,1597833402,Assessing Advantages and Drawbacks of Rapidly Generated Ultra-Large 3D Breast Cancer Spheroids: Studies with Chemotherapeutics and Nanoparticles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7352930
b0c25774,7352781,1597833402,"Diet Supplementation, Probiotics, and Nutraceuticals in SARS-CoV-2 Infection: A Scoping Review",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7352781
10d5e1bd,7332423,1597833402,Massively multiplexed nucleic acid detection with Cas13,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7332423
5501e86e,7358766,1597833402,Origin of new emergent Coronavirus and Candida fungal diseases—Terrestrial or cosmic?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358766
71d318e9,7356083,1597833402,Neonatal Resuscitation and Postresuscitation Care of Infants Born to Mothers with Suspected or Confirmed SARS-CoV-2 Infection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7356083
91e98bfe,7337578,1597833402,The effect of diabetes on mortality of COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7337578
065dd0df,7337514,1597833402,Acupuncture for breathlessness in COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7337514
476b9dca,7336711,1597833402,An in-silico approach to develop of a multi-epitope vaccine candidate against SARS-CoV-2 envelope (E) protein,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7336711
efb08202,7336699,1597833402,"Epidemiologic, Clinical, and Laboratory Findings of the COVID-19 in the current pandemic",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7336699
3ff29999,7329983,1597833402,Current Challenges in Vaccinology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7329983
abb1b4ac,7259562,1597833402,Percutaneous Tracheostomy With Apnea During Coronavirus Disease 2019 Era: A Protocol and Brief Report of Cases,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7259562
c098ab6f,7356133,1597833402,Neurological manifestations of COVID-19: a systematic review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7356133
1cb25c9c,7355154,1597833402,Pathophysiology and therapy of systemic vasculitides,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7355154
3982fd0e,7354368,1597833402,Linking Human Destruction of Nature to COVID-19 Increases Support for Wildlife Conservation Policies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7354368
13d60bf6,7351664,1597833402,Update I. A systematic review on the efficacy and safety of chloroquine/hydroxychloroquine for COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7351664
cd641ece,7351564,1597833402,"The Economy, Climate Change and Infectious Diseases: Links and Policy Implications",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7351564
22a5e475,7348577,1597833402,Transforming ophthalmic education into virtual learning during COVID-19 pandemic: a global perspective,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7348577
d6388e02,7347487,1597833402,Telemedicine and Smart Working: Recommendations of the European Association of Urology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7347487
2918e9f7,7346790,1597833402,Human Virus Transcriptional Regulators,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7346790
801b9816,7346295,1597833402,A Predictive Model for Patient Census and Ventilator Requirements at Individual Hospitals During the Coronavirus Disease 2019 (COVID-19) Pandemic: A Preliminary Technical Report,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7346295
2675ebdb,7345450,1597833402,Out-of-hospital cardiac arrest prognosis during the COVID-19 pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7345450
389e3c5b,7344926,1597833402,"COVID-19 Diagnostics, Tools, and Prevention",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7344926
5d9990aa,7344885,1597833402,"COVID-19 and Dentistry: Prevention in Dental Practice, a Literature Review",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7344885
370fe716,7343662,1597833402,Dry heat and microwave-generated steam protocols for the rapid decontamination of respiratory personal protective equipment in response to COVID-19-related shortages,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7343662
e6d65bfe,7343407,1597833402,Epidemiological and Clinical Characteristics of 6635 COVID-19 Patients: a Pooled Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7343407
64fe139c,7342854,1597833402,Prevalence of acute liver injury and hypertransaminemia in patients with COVID-19: a protocol for a systematic review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7342854
c133a77f,7342052,1597833402,The role of Chinese medicine in COVID-19 pneumonia: A systematic review and meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7342052
e5498ca0,7342051,1597833402,"Why lockdown? Why national unity? Why global solidarity? Simplified arithmetic tools for decision-makers, health professionals, journalists and the general public to explore containment options for the 2019 novel coronavirus",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7342051
c3ed37e4,7337780,1597833402,COVID-19: Insights from innovation economists,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7337780
24b50300,7306389,1597833402,Efficacy and safety of Lian-Hua Qing-Wen granule for COVID-2019,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7306389
4c01a6bb,7341704,1597833402,The experience of women infected by the COVID-19 during pregnancy in Brazil: a qualitative study protocol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7341704
131610a8,7340206,1597833402,Evidence for structural protein damage and membrane lipid remodeling in red blood cells from COVID-19 patients,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7340206
d528d2d7,7340071,1597833402,Pharmacists roles and responsibilities during epidemics and pandemics in Saudi Arabia: An opinion paper from the Saudi Society of clinical pharmacy,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7340071
31d9c276,7338277,1597833402,Reappearance of effector T cells is associated with recovery from COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7338277
95679b42,7338015,1597833402,Prognostic factors associated with mortality risk and disease progression in 639 critically ill patients with COVID-19 in Europe: Initial report of the international RISC-19-ICU prospective observational cohort,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7338015
